frametime_ms,timestamp,cpu_usage,memory_usage,gpu_usage,gpu_temp
0.0809,1759849373.384655,17.3,29.8,39.0,50.0
0.1643,1759849373.384655,17.3,29.8,39.0,50.0
0.1217,1759849373.384655,17.3,29.8,39.0,50.0
0.0938,1759849373.384655,17.3,29.8,39.0,50.0
0.0975,1759849373.384655,17.3,29.8,39.0,50.0
0.0944,1759849373.384655,17.3,29.8,39.0,50.0
0.0937,1759849373.384655,17.3,29.8,39.0,50.0
0.0873,1759849373.384655,17.3,29.8,39.0,50.0
0.0962,1759849373.384655,17.3,29.8,39.0,50.0
0.0953,1759849373.384655,17.3,29.8,39.0,50.0
0.0991,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.0909,1759849373.384655,17.3,29.8,39.0,50.0
0.0955,1759849373.384655,17.3,29.8,39.0,50.0
0.0911,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.0917,1759849373.384655,17.3,29.8,39.0,50.0
0.0948,1759849373.384655,17.3,29.8,39.0,50.0
0.0992,1759849373.384655,17.3,29.8,39.0,50.0
0.0871,1759849373.384655,17.3,29.8,39.0,50.0
0.102,1759849373.384655,17.3,29.8,39.0,50.0
0.0957,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.0901,1759849373.384655,17.3,29.8,39.0,50.0
0.0961,1759849373.384655,17.3,29.8,39.0,50.0
0.0927,1759849373.384655,17.3,29.8,39.0,50.0
0.1041,1759849373.384655,17.3,29.8,39.0,50.0
0.0885,1759849373.384655,17.3,29.8,39.0,50.0
0.0983,1759849373.384655,17.3,29.8,39.0,50.0
0.0906,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0904,1759849373.384655,17.3,29.8,39.0,50.0
0.0887,1759849373.384655,17.3,29.8,39.0,50.0
0.0989,1759849373.384655,17.3,29.8,39.0,50.0
0.0907,1759849373.384655,17.3,29.8,39.0,50.0
0.0894,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.0915,1759849373.384655,17.3,29.8,39.0,50.0
0.0956,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.099,1759849373.384655,17.3,29.8,39.0,50.0
0.1,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0894,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0904,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.107,1759849373.384655,17.3,29.8,39.0,50.0
0.0869,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0951,1759849373.384655,17.3,29.8,39.0,50.0
0.0881,1759849373.384655,17.3,29.8,39.0,50.0
0.0943,1759849373.384655,17.3,29.8,39.0,50.0
0.094,1759849373.384655,17.3,29.8,39.0,50.0
0.0992,1759849373.384655,17.3,29.8,39.0,50.0
0.0884,1759849373.384655,17.3,29.8,39.0,50.0
0.0915,1759849373.384655,17.3,29.8,39.0,50.0
0.0894,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0975,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0977,1759849373.384655,17.3,29.8,39.0,50.0
0.0889,1759849373.384655,17.3,29.8,39.0,50.0
0.0913,1759849373.384655,17.3,29.8,39.0,50.0
0.0939,1759849373.384655,17.3,29.8,39.0,50.0
0.0905,1759849373.384655,17.3,29.8,39.0,50.0
0.0886,1759849373.384655,17.3,29.8,39.0,50.0
0.0929,1759849373.384655,17.3,29.8,39.0,50.0
0.0877,1759849373.384655,17.3,29.8,39.0,50.0
0.1045,1759849373.384655,17.3,29.8,39.0,50.0
0.0928,1759849373.384655,17.3,29.8,39.0,50.0
0.0913,1759849373.384655,17.3,29.8,39.0,50.0
0.0893,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0894,1759849373.384655,17.3,29.8,39.0,50.0
0.0908,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0995,1759849373.384655,17.3,29.8,39.0,50.0
0.0887,1759849373.384655,17.3,29.8,39.0,50.0
0.0955,1759849373.384655,17.3,29.8,39.0,50.0
0.0979,1759849373.384655,17.3,29.8,39.0,50.0
0.0997,1759849373.384655,17.3,29.8,39.0,50.0
0.088,1759849373.384655,17.3,29.8,39.0,50.0
0.0957,1759849373.384655,17.3,29.8,39.0,50.0
0.0923,1759849373.384655,17.3,29.8,39.0,50.0
0.1034,1759849373.384655,17.3,29.8,39.0,50.0
0.0877,1759849373.384655,17.3,29.8,39.0,50.0
0.096,1759849373.384655,17.3,29.8,39.0,50.0
0.0882,1759849373.384655,17.3,29.8,39.0,50.0
0.0929,1759849373.384655,17.3,29.8,39.0,50.0
0.0876,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.0899,1759849373.384655,17.3,29.8,39.0,50.0
0.0983,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0899,1759849373.384655,17.3,29.8,39.0,50.0
0.0956,1759849373.384655,17.3,29.8,39.0,50.0
0.0884,1759849373.384655,17.3,29.8,39.0,50.0
0.0886,1759849373.384655,17.3,29.8,39.0,50.0
0.0914,1759849373.384655,17.3,29.8,39.0,50.0
0.0951,1759849373.384655,17.3,29.8,39.0,50.0
0.1093,1759849373.384655,17.3,29.8,39.0,50.0
0.0884,1759849373.384655,17.3,29.8,39.0,50.0
0.0908,1759849373.384655,17.3,29.8,39.0,50.0
0.0893,1759849373.384655,17.3,29.8,39.0,50.0
0.0906,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.0991,1759849373.384655,17.3,29.8,39.0,50.0
0.0889,1759849373.384655,17.3,29.8,39.0,50.0
0.0913,1759849373.384655,17.3,29.8,39.0,50.0
0.0883,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0888,1759849373.384655,17.3,29.8,39.0,50.0
0.0945,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.1032,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.095,1759849373.384655,17.3,29.8,39.0,50.0
0.0909,1759849373.384655,17.3,29.8,39.0,50.0
0.0944,1759849373.384655,17.3,29.8,39.0,50.0
0.0926,1759849373.384655,17.3,29.8,39.0,50.0
0.0969,1759849373.384655,17.3,29.8,39.0,50.0
0.0925,1759849373.384655,17.3,29.8,39.0,50.0
0.1026,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0931,1759849373.384655,17.3,29.8,39.0,50.0
0.0923,1759849373.384655,17.3,29.8,39.0,50.0
0.095,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.0936,1759849373.384655,17.3,29.8,39.0,50.0
0.0934,1759849373.384655,17.3,29.8,39.0,50.0
0.1045,1759849373.384655,17.3,29.8,39.0,50.0
0.0876,1759849373.384655,17.3,29.8,39.0,50.0
0.0931,1759849373.384655,17.3,29.8,39.0,50.0
0.0926,1759849373.384655,17.3,29.8,39.0,50.0
0.0926,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.0933,1759849373.384655,17.3,29.8,39.0,50.0
0.0923,1759849373.384655,17.3,29.8,39.0,50.0
0.1094,1759849373.384655,17.3,29.8,39.0,50.0
0.1551,1759849373.384655,17.3,29.8,39.0,50.0
0.0643,1759849373.384655,17.3,29.8,39.0,50.0
0.0973,1759849373.384655,17.3,29.8,39.0,50.0
0.0819,1759849373.384655,17.3,29.8,39.0,50.0
0.0918,1759849373.384655,17.3,29.8,39.0,50.0
0.0936,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.103,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.0992,1759849373.384655,17.3,29.8,39.0,50.0
0.1778,1759849373.384655,17.3,29.8,39.0,50.0
0.1005,1759849373.384655,17.3,29.8,39.0,50.0
0.0945,1759849373.384655,17.3,29.8,39.0,50.0
0.0984,1759849373.384655,17.3,29.8,39.0,50.0
0.0909,1759849373.384655,17.3,29.8,39.0,50.0
0.1159,1759849373.384655,17.3,29.8,39.0,50.0
0.0955,1759849373.384655,17.3,29.8,39.0,50.0
0.0955,1759849373.384655,17.3,29.8,39.0,50.0
0.0948,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.1007,1759849373.384655,17.3,29.8,39.0,50.0
0.0977,1759849373.384655,17.3,29.8,39.0,50.0
0.0927,1759849373.384655,17.3,29.8,39.0,50.0
0.1085,1759849373.384655,17.3,29.8,39.0,50.0
0.1456,1759849373.384655,17.3,29.8,39.0,50.0
0.1203,1759849373.384655,17.3,29.8,39.0,50.0
0.0616,1759849373.384655,17.3,29.8,39.0,50.0
0.0952,1759849373.384655,17.3,29.8,39.0,50.0
0.092,1759849373.384655,17.3,29.8,39.0,50.0
0.2082,1759849373.384655,17.3,29.8,39.0,50.0
0.1459,1759849373.384655,17.3,29.8,39.0,50.0
0.108,1759849373.384655,17.3,29.8,39.0,50.0
0.0871,1759849373.384655,17.3,29.8,39.0,50.0
0.0967,1759849373.384655,17.3,29.8,39.0,50.0
0.0894,1759849373.384655,17.3,29.8,39.0,50.0
0.0948,1759849373.384655,17.3,29.8,39.0,50.0
0.0878,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0964,1759849373.384655,17.3,29.8,39.0,50.0
0.0881,1759849373.384655,17.3,29.8,39.0,50.0
0.091,1759849373.384655,17.3,29.8,39.0,50.0
0.0947,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.097,1759849373.384655,17.3,29.8,39.0,50.0
0.0943,1759849373.384655,17.3,29.8,39.0,50.0
0.0991,1759849373.384655,17.3,29.8,39.0,50.0
0.0989,1759849373.384655,17.3,29.8,39.0,50.0
0.096,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.0903,1759849373.384655,17.3,29.8,39.0,50.0
0.0881,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0988,1759849373.384655,17.3,29.8,39.0,50.0
0.0879,1759849373.384655,17.3,29.8,39.0,50.0
0.093,1759849373.384655,17.3,29.8,39.0,50.0
0.0938,1759849373.384655,17.3,29.8,39.0,50.0
0.0955,1759849373.384655,17.3,29.8,39.0,50.0
0.0885,1759849373.384655,17.3,29.8,39.0,50.0
0.095,1759849373.384655,17.3,29.8,39.0,50.0
0.0947,1759849373.384655,17.3,29.8,39.0,50.0
0.1047,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0905,1759849373.384655,17.3,29.8,39.0,50.0
0.0888,1759849373.384655,17.3,29.8,39.0,50.0
0.0965,1759849373.384655,17.3,29.8,39.0,50.0
0.0873,1759849373.384655,17.3,29.8,39.0,50.0
0.0954,1759849373.384655,17.3,29.8,39.0,50.0
0.0903,1759849373.384655,17.3,29.8,39.0,50.0
0.1048,1759849373.384655,17.3,29.8,39.0,50.0
0.0888,1759849373.384655,17.3,29.8,39.0,50.0
0.0903,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.0893,1759849373.384655,17.3,29.8,39.0,50.0
0.1004,1759849373.384655,17.3,29.8,39.0,50.0
0.0873,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.0901,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.1064,1759849373.384655,17.3,29.8,39.0,50.0
0.0875,1759849373.384655,17.3,29.8,39.0,50.0
0.0919,1759849373.384655,17.3,29.8,39.0,50.0
0.0958,1759849373.384655,17.3,29.8,39.0,50.0
0.0972,1759849373.384655,17.3,29.8,39.0,50.0
0.0957,1759849373.384655,17.3,29.8,39.0,50.0
0.0959,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.1021,1759849373.384655,17.3,29.8,39.0,50.0
0.0907,1759849373.384655,17.3,29.8,39.0,50.0
0.0964,1759849373.384655,17.3,29.8,39.0,50.0
0.0886,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0952,1759849373.384655,17.3,29.8,39.0,50.0
0.092,1759849373.384655,17.3,29.8,39.0,50.0
0.0926,1759849373.384655,17.3,29.8,39.0,50.0
0.0983,1759849373.384655,17.3,29.8,39.0,50.0
0.0882,1759849373.384655,17.3,29.8,39.0,50.0
0.0905,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0965,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0959,1759849373.384655,17.3,29.8,39.0,50.0
0.0996,1759849373.384655,17.3,29.8,39.0,50.0
0.0857,1759849373.384655,17.3,29.8,39.0,50.0
0.1025,1759849373.384655,17.3,29.8,39.0,50.0
0.0952,1759849373.384655,17.3,29.8,39.0,50.0
0.0904,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.0949,1759849373.384655,17.3,29.8,39.0,50.0
0.0943,1759849373.384655,17.3,29.8,39.0,50.0
0.1029,1759849373.384655,17.3,29.8,39.0,50.0
0.0886,1759849373.384655,17.3,29.8,39.0,50.0
0.0908,1759849373.384655,17.3,29.8,39.0,50.0
0.0901,1759849373.384655,17.3,29.8,39.0,50.0
0.092,1759849373.384655,17.3,29.8,39.0,50.0
0.0883,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.0994,1759849373.384655,17.3,29.8,39.0,50.0
0.0917,1759849373.384655,17.3,29.8,39.0,50.0
0.0974,1759849373.384655,17.3,29.8,39.0,50.0
0.0924,1759849373.384655,17.3,29.8,39.0,50.0
0.0909,1759849373.384655,17.3,29.8,39.0,50.0
0.0938,1759849373.384655,17.3,29.8,39.0,50.0
0.098,1759849373.384655,17.3,29.8,39.0,50.0
0.0994,1759849373.384655,17.3,29.8,39.0,50.0
0.1046,1759849373.384655,17.3,29.8,39.0,50.0
0.0914,1759849373.384655,17.3,29.8,39.0,50.0
0.0903,1759849373.384655,17.3,29.8,39.0,50.0
0.0952,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0877,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.0987,1759849373.384655,17.3,29.8,39.0,50.0
0.0881,1759849373.384655,17.3,29.8,39.0,50.0
0.0977,1759849373.384655,17.3,29.8,39.0,50.0
0.0868,1759849373.384655,17.3,29.8,39.0,50.0
0.0955,1759849373.384655,17.3,29.8,39.0,50.0
0.0958,1759849373.384655,17.3,29.8,39.0,50.0
0.0891,1759849373.384655,17.3,29.8,39.0,50.0
0.094,1759849373.384655,17.3,29.8,39.0,50.0
0.1045,1759849373.384655,17.3,29.8,39.0,50.0
0.0863,1759849373.384655,17.3,29.8,39.0,50.0
0.0971,1759849373.384655,17.3,29.8,39.0,50.0
0.0919,1759849373.384655,17.3,29.8,39.0,50.0
0.1016,1759849373.384655,17.3,29.8,39.0,50.0
0.0935,1759849373.384655,17.3,29.8,39.0,50.0
0.0939,1759849373.384655,17.3,29.8,39.0,50.0
0.0928,1759849373.384655,17.3,29.8,39.0,50.0
0.1025,1759849373.384655,17.3,29.8,39.0,50.0
0.0901,1759849373.384655,17.3,29.8,39.0,50.0
0.0935,1759849373.384655,17.3,29.8,39.0,50.0
0.0934,1759849373.384655,17.3,29.8,39.0,50.0
0.0939,1759849373.384655,17.3,29.8,39.0,50.0
0.093,1759849373.384655,17.3,29.8,39.0,50.0
0.0939,1759849373.384655,17.3,29.8,39.0,50.0
0.0922,1759849373.384655,17.3,29.8,39.0,50.0
0.106,1759849373.384655,17.3,29.8,39.0,50.0
0.0876,1759849373.384655,17.3,29.8,39.0,50.0
0.093,1759849373.384655,17.3,29.8,39.0,50.0
0.0935,1759849373.384655,17.3,29.8,39.0,50.0
0.0928,1759849373.384655,17.3,29.8,39.0,50.0
0.0929,1759849373.384655,17.3,29.8,39.0,50.0
0.1159,1759849373.384655,17.3,29.8,39.0,50.0
0.1274,1759849373.384655,17.3,29.8,39.0,50.0
0.1057,1759849373.384655,17.3,29.8,39.0,50.0
0.1037,1759849373.384655,17.3,29.8,39.0,50.0
0.0961,1759849373.384655,17.3,29.8,39.0,50.0
0.0926,1759849373.384655,17.3,29.8,39.0,50.0
0.0906,1759849373.384655,17.3,29.8,39.0,50.0
0.0948,1759849373.384655,17.3,29.8,39.0,50.0
0.0959,1759849373.384655,17.3,29.8,39.0,50.0
0.0924,1759849373.384655,17.3,29.8,39.0,50.0
0.1003,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0906,1759849373.384655,17.3,29.8,39.0,50.0
0.0909,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.0957,1759849373.384655,17.3,29.8,39.0,50.0
0.0925,1759849373.384655,17.3,29.8,39.0,50.0
0.0934,1759849373.384655,17.3,29.8,39.0,50.0
0.0991,1759849373.384655,17.3,29.8,39.0,50.0
0.102,1759849373.384655,17.3,29.8,39.0,50.0
0.0967,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0964,1759849373.384655,17.3,29.8,39.0,50.0
0.0906,1759849373.384655,17.3,29.8,39.0,50.0
0.0957,1759849373.384655,17.3,29.8,39.0,50.0
0.095,1759849373.384655,17.3,29.8,39.0,50.0
0.1084,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.1063,1759849373.384655,17.3,29.8,39.0,50.0
0.0562,1759849373.384655,17.3,29.8,39.0,50.0
0.1036,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.2115,1759849373.384655,17.3,29.8,39.0,50.0
0.1285,1759849373.384655,17.3,29.8,39.0,50.0
0.1142,1759849373.384655,17.3,29.8,39.0,50.0
0.1039,1759849373.384655,17.3,29.8,39.0,50.0
0.0961,1759849373.384655,17.3,29.8,39.0,50.0
0.0901,1759849373.384655,17.3,29.8,39.0,50.0
0.0985,1759849373.384655,17.3,29.8,39.0,50.0
0.0878,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.0889,1759849373.384655,17.3,29.8,39.0,50.0
0.0993,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0968,1759849373.384655,17.3,29.8,39.0,50.0
0.0881,1759849373.384655,17.3,29.8,39.0,50.0
0.0909,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.091,1759849373.384655,17.3,29.8,39.0,50.0
0.0958,1759849373.384655,17.3,29.8,39.0,50.0
0.1005,1759849373.384655,17.3,29.8,39.0,50.0
0.0998,1759849373.384655,17.3,29.8,39.0,50.0
0.0974,1759849373.384655,17.3,29.8,39.0,50.0
0.0886,1759849373.384655,17.3,29.8,39.0,50.0
0.0907,1759849373.384655,17.3,29.8,39.0,50.0
0.0996,1759849373.384655,17.3,29.8,39.0,50.0
0.0955,1759849373.384655,17.3,29.8,39.0,50.0
0.0893,1759849373.384655,17.3,29.8,39.0,50.0
0.1046,1759849373.384655,17.3,29.8,39.0,50.0
0.0885,1759849373.384655,17.3,29.8,39.0,50.0
0.093,1759849373.384655,17.3,29.8,39.0,50.0
0.0934,1759849373.384655,17.3,29.8,39.0,50.0
0.0904,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.1058,1759849373.384655,17.3,29.8,39.0,50.0
0.087,1759849373.384655,17.3,29.8,39.0,50.0
0.0905,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.0913,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0992,1759849373.384655,17.3,29.8,39.0,50.0
0.0944,1759849373.384655,17.3,29.8,39.0,50.0
0.0989,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.0959,1759849373.384655,17.3,29.8,39.0,50.0
0.0889,1759849373.384655,17.3,29.8,39.0,50.0
0.0957,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.0959,1759849373.384655,17.3,29.8,39.0,50.0
0.1009,1759849373.384655,17.3,29.8,39.0,50.0
0.0862,1759849373.384655,17.3,29.8,39.0,50.0
0.0949,1759849373.384655,17.3,29.8,39.0,50.0
0.0937,1759849373.384655,17.3,29.8,39.0,50.0
0.0943,1759849373.384655,17.3,29.8,39.0,50.0
0.0943,1759849373.384655,17.3,29.8,39.0,50.0
0.09,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0991,1759849373.384655,17.3,29.8,39.0,50.0
0.0888,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.0943,1759849373.384655,17.3,29.8,39.0,50.0
0.1013,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0905,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.0991,1759849373.384655,17.3,29.8,39.0,50.0
0.0888,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0883,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.094,1759849373.384655,17.3,29.8,39.0,50.0
0.0921,1759849373.384655,17.3,29.8,39.0,50.0
0.0888,1759849373.384655,17.3,29.8,39.0,50.0
0.1039,1759849373.384655,17.3,29.8,39.0,50.0
0.0876,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.0958,1759849373.384655,17.3,29.8,39.0,50.0
0.0922,1759849373.384655,17.3,29.8,39.0,50.0
0.0954,1759849373.384655,17.3,29.8,39.0,50.0
0.0904,1759849373.384655,17.3,29.8,39.0,50.0
0.0882,1759849373.384655,17.3,29.8,39.0,50.0
0.1048,1759849373.384655,17.3,29.8,39.0,50.0
0.0912,1759849373.384655,17.3,29.8,39.0,50.0
0.0917,1759849373.384655,17.3,29.8,39.0,50.0
0.0898,1759849373.384655,17.3,29.8,39.0,50.0
0.0962,1759849373.384655,17.3,29.8,39.0,50.0
0.093,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0999,1759849373.384655,17.3,29.8,39.0,50.0
0.089,1759849373.384655,17.3,29.8,39.0,50.0
0.0963,1759849373.384655,17.3,29.8,39.0,50.0
0.0887,1759849373.384655,17.3,29.8,39.0,50.0
0.0916,1759849373.384655,17.3,29.8,39.0,50.0
0.0884,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.0907,1759849373.384655,17.3,29.8,39.0,50.0
0.1047,1759849373.384655,17.3,29.8,39.0,50.0
0.0877,1759849373.384655,17.3,29.8,39.0,50.0
0.0914,1759849373.384655,17.3,29.8,39.0,50.0
0.0946,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.0888,1759849373.384655,17.3,29.8,39.0,50.0
0.0979,1759849373.384655,17.3,29.8,39.0,50.0
0.0956,1759849373.384655,17.3,29.8,39.0,50.0
0.104,1759849373.384655,17.3,29.8,39.0,50.0
0.0897,1759849373.384655,17.3,29.8,39.0,50.0
0.0902,1759849373.384655,17.3,29.8,39.0,50.0
0.0892,1759849373.384655,17.3,29.8,39.0,50.0
0.0959,1759849373.384655,17.3,29.8,39.0,50.0
0.0866,1759849373.384655,17.3,29.8,39.0,50.0
0.0896,1759849373.384655,17.3,29.8,39.0,50.0
0.0948,1759849373.384655,17.3,29.8,39.0,50.0
0.1018,1759849373.384655,17.3,29.8,39.0,50.0
0.0895,1759849373.384655,17.3,29.8,39.0,50.0
0.0925,1759849373.384655,17.3,29.8,39.0,50.0
0.0924,1759849373.384655,17.3,29.8,39.0,50.0
0.0987,1759849373.384655,17.3,29.8,39.0,50.0
0.0925,1759849373.384655,17.3,29.8,39.0,50.0
0.0931,1759849373.384655,17.3,29.8,39.0,50.0
0.0978,1759849373.384655,17.3,29.8,39.0,50.0
0.1035,1759849373.384655,17.3,29.8,39.0,50.0
0.0947,1759849373.384655,17.3,29.8,39.0,50.0
0.0933,1759849373.384655,17.3,29.8,39.0,50.0
0.0931,1759849373.384655,17.3,29.8,39.0,50.0
0.0991,1759849373.384655,17.3,29.8,39.0,50.0
0.0929,1759849373.384655,17.3,29.8,39.0,50.0
0.0946,1759849373.384655,17.3,29.8,39.0,50.0
0.0925,1759849373.384655,17.3,29.8,39.0,50.0
0.1024,1759849373.384655,17.3,29.8,39.0,50.0
